contractID;contractType;riskFactorID;type;time;payoff;currency;nominalValue;nominalRate;nominalAccrued;reportingLine;reportingLineDesc;Date;ReportingDate;DiffToReportingDate;TimeBucket
annuity01;ANN;UST5Y_steadyRates;PR;2027-07-17;3436.54787879928;CHF;84975.1238947156;0.028509;210.044029215928;32;Money market mortgages;2027-07-17;2024-01-01;1293;10
annuity01;ANN;UST5Y_steadyRates;IP;2027-07-17;210.044029215928;CHF;84975.1238947156;0.028509;0;32;Money market mortgages;2027-07-17;2024-01-01;1293;10
annuity01;ANN;UST5Y_steadyRates;PR;2027-08-17;3444.71225742234;CHF;81530.4116372933;0.028509;201.879650592871;32;Money market mortgages;2027-08-17;2024-01-01;1324;10
annuity01;ANN;UST5Y_steadyRates;IP;2027-08-17;201.879650592871;CHF;81530.4116372933;0.028509;0;32;Money market mortgages;2027-08-17;2024-01-01;1324;10
annuity01;ANN;UST5Y_steadyRates;PR;2027-09-17;3452.89603256791;CHF;78077.5156047254;0.028509;193.6958754473;32;Money market mortgages;2027-09-17;2024-01-01;1355;10
annuity01;ANN;UST5Y_steadyRates;IP;2027-09-17;193.6958754473;CHF;78077.5156047254;0.028509;0;32;Money market mortgages;2027-09-17;2024-01-01;1355;10
annuity01;ANN;UST5Y_steadyRates;PR;2027-10-17;3461.09925031728;CHF;74616.4163544081;0.028509;185.492657697926;32;Money market mortgages;2027-10-17;2024-01-01;1385;10
annuity01;ANN;UST5Y_steadyRates;IP;2027-10-17;185.492657697926;CHF;74616.4163544081;0.028509;0;32;Money market mortgages;2027-10-17;2024-01-01;1385;10
annuity01;ANN;UST5Y_steadyRates;PR;2027-11-17;3469.32195686122;CHF;71147.0943975469;0.028509;177.269951153985;32;Money market mortgages;2027-11-17;2024-01-01;1416;10
annuity01;ANN;UST5Y_steadyRates;IP;2027-11-17;177.269951153985;CHF;71147.0943975469;0.028509;0;32;Money market mortgages;2027-11-17;2024-01-01;1416;10
annuity01;ANN;UST5Y_steadyRates;PR;2027-12-17;3477.56419850024;CHF;67669.5301990467;0.028509;169.027709514972;32;Money market mortgages;2027-12-17;2024-01-01;1446;10
annuity01;ANN;UST5Y_steadyRates;IP;2027-12-17;169.027709514972;CHF;67669.5301990467;0.028509;0;32;Money market mortgages;2027-12-17;2024-01-01;1446;10
annuity01;ANN;UST5Y_steadyRates;RR;2027-12-31;0;CHF;67669.5301990467;0.02865;69.6652174271669;32;Money market mortgages;2027-12-31;2024-01-01;1460;10
annuity01;ANN;UST5Y_steadyRates;PRF;2027-12-31;0;CHF;67669.5301990467;0.02865;69.6652174271669;32;Money market mortgages;2027-12-31;2024-01-01;1460;10
annuity01;ANN;UST5Y_steadyRates;PR;2028-01-17;3485.78049960763;CHF;64183.749699439;0.02865;161.21645265896;32;Money market mortgages;2028-01-17;2024-01-01;1477;11
annuity01;ANN;UST5Y_steadyRates;IP;2028-01-17;161.21645265896;CHF;64183.749699439;0.02865;0;32;Money market mortgages;2028-01-17;2024-01-01;1477;11
annuity01;ANN;UST5Y_steadyRates;PR;2028-02-17;3493.75824985918;CHF;60689.9914495799;0.02865;153.238702407411;32;Money market mortgages;2028-02-17;2024-01-01;1508;11
annuity01;ANN;UST5Y_steadyRates;IP;2028-02-17;153.238702407411;CHF;60689.9914495799;0.02865;0;32;Money market mortgages;2028-02-17;2024-01-01;1508;11
annuity01;ANN;UST5Y_steadyRates;PR;2028-03-17;3502.09959768072;CHF;57187.8918518991;0.02865;144.897354585872;32;Money market mortgages;2028-03-17;2024-01-01;1537;11
annuity01;ANN;UST5Y_steadyRates;IP;2028-03-17;144.897354585872;CHF;57187.8918518991;0.02865;0;32;Money market mortgages;2028-03-17;2024-01-01;1537;11
annuity01;ANN;UST5Y_steadyRates;PR;2028-04-17;3510.46086047018;CHF;53677.430991429;0.02865;136.536091796409;32;Money market mortgages;2028-04-17;2024-01-01;1568;11
annuity01;ANN;UST5Y_steadyRates;IP;2028-04-17;136.536091796409;CHF;53677.430991429;0.02865;0;32;Money market mortgages;2028-04-17;2024-01-01;1568;11
annuity01;ANN;UST5Y_steadyRates;PR;2028-05-17;3518.84208577455;CHF;50158.5889056544;0.02865;128.154866492037;32;Money market mortgages;2028-05-17;2024-01-01;1598;11
annuity01;ANN;UST5Y_steadyRates;IP;2028-05-17;128.154866492037;CHF;50158.5889056544;0.02865;0;32;Money market mortgages;2028-05-17;2024-01-01;1598;11
annuity01;ANN;UST5Y_steadyRates;PR;2028-06-17;3527.24332125434;CHF;46631.3455844001;0.02865;119.75363101225;32;Money market mortgages;2028-06-17;2024-01-01;1629;11
annuity01;ANN;UST5Y_steadyRates;IP;2028-06-17;119.75363101225;CHF;46631.3455844001;0.02865;0;32;Money market mortgages;2028-06-17;2024-01-01;1629;11
annuity01;ANN;UST5Y_steadyRates;PR;2028-07-17;3535.66461468383;CHF;43095.6809697162;0.02865;111.332337582755;32;Money market mortgages;2028-07-17;2024-01-01;1659;11
annuity01;ANN;UST5Y_steadyRates;IP;2028-07-17;111.332337582755;CHF;43095.6809697162;0.02865;0;32;Money market mortgages;2028-07-17;2024-01-01;1659;11
annuity01;ANN;UST5Y_steadyRates;PR;2028-08-17;3544.10601395139;CHF;39551.5749557648;0.02865;102.890938315197;32;Money market mortgages;2028-08-17;2024-01-01;1690;11
annuity01;ANN;UST5Y_steadyRates;IP;2028-08-17;102.890938315197;CHF;39551.5749557648;0.02865;0;32;Money market mortgages;2028-08-17;2024-01-01;1690;11
annuity01;ANN;UST5Y_steadyRates;PR;2028-09-17;3552.5675670597;CHF;35999.0073887051;0.02865;94.4293852068885;32;Money market mortgages;2028-09-17;2024-01-01;1721;11
annuity01;ANN;UST5Y_steadyRates;IP;2028-09-17;94.4293852068885;CHF;35999.0073887051;0.02865;0;32;Money market mortgages;2028-09-17;2024-01-01;1721;11
annuity01;ANN;UST5Y_steadyRates;PR;2028-10-17;3561.04932212606;CHF;32437.9580665791;0.02865;85.9476301405335;32;Money market mortgages;2028-10-17;2024-01-01;1751;11
annuity01;ANN;UST5Y_steadyRates;IP;2028-10-17;85.9476301405335;CHF;32437.9580665791;0.02865;0;32;Money market mortgages;2028-10-17;2024-01-01;1751;11
annuity01;ANN;UST5Y_steadyRates;PR;2028-11-17;3569.55132738263;CHF;28868.4067391965;0.02865;77.4456248839576;32;Money market mortgages;2028-11-17;2024-01-01;1782;11
annuity01;ANN;UST5Y_steadyRates;IP;2028-11-17;77.4456248839576;CHF;28868.4067391965;0.02865;0;32;Money market mortgages;2028-11-17;2024-01-01;1782;11
annuity01;ANN;UST5Y_steadyRates;PR;2028-12-17;3578.07363117676;CHF;25290.3331080197;0.02865;68.9233210898315;32;Money market mortgages;2028-12-17;2024-01-01;1812;11
annuity01;ANN;UST5Y_steadyRates;IP;2028-12-17;68.9233210898315;CHF;25290.3331080197;0.02865;0;32;Money market mortgages;2028-12-17;2024-01-01;1812;11
annuity01;ANN;UST5Y_steadyRates;RR;2028-12-31;0;CHF;25290.3331080197;0.02865;26.1649571280054;32;Money market mortgages;2028-12-31;2024-01-01;1826;12
annuity01;ANN;UST5Y_steadyRates;PRF;2028-12-31;0;CHF;25290.3331080197;0.02865;26.1649571280054;32;Money market mortgages;2028-12-31;2024-01-01;1826;12
annuity01;ANN;UST5Y_steadyRates;PR;2029-01-17;3586.61628197119;CHF;21703.7168260485;0.02865;60.380670295397;32;Money market mortgages;2029-01-17;2024-01-01;1843;12
annuity01;ANN;UST5Y_steadyRates;IP;2029-01-17;60.380670295397;CHF;21703.7168260485;0.02865;0;32;Money market mortgages;2029-01-17;2024-01-01;1843;12
annuity01;ANN;UST5Y_steadyRates;PR;2029-02-17;3595.1793283444;CHF;18108.5374977041;0.02865;51.8176239221908;32;Money market mortgages;2029-02-17;2024-01-01;1874;12
annuity01;ANN;UST5Y_steadyRates;IP;2029-02-17;51.8176239221908;CHF;18108.5374977041;0.02865;0;32;Money market mortgages;2029-02-17;2024-01-01;1874;12
annuity01;ANN;UST5Y_steadyRates;PR;2029-03-17;3603.76281899082;CHF;14504.7746787133;0.02865;43.2341332757685;32;Money market mortgages;2029-03-17;2024-01-01;1902;12
annuity01;ANN;UST5Y_steadyRates;IP;2029-03-17;43.2341332757685;CHF;14504.7746787133;0.02865;0;32;Money market mortgages;2029-03-17;2024-01-01;1902;12
annuity01;ANN;UST5Y_steadyRates;PR;2029-04-17;3612.36680272116;CHF;10892.4078759921;0.02865;34.6301495454279;32;Money market mortgages;2029-04-17;2024-01-01;1933;12
annuity01;ANN;UST5Y_steadyRates;IP;2029-04-17;34.6301495454279;CHF;10892.4078759921;0.02865;0;32;Money market mortgages;2029-04-17;2024-01-01;1933;12
annuity01;ANN;UST5Y_steadyRates;PR;2029-05-17;3620.99132846266;CHF;7271.41654752945;0.02865;26.0056238039312;32;Money market mortgages;2029-05-17;2024-01-01;1963;12
annuity01;ANN;UST5Y_steadyRates;IP;2029-05-17;26.0056238039312;CHF;7271.41654752945;0.02865;0;32;Money market mortgages;2029-05-17;2024-01-01;1963;12
annuity01;ANN;UST5Y_steadyRates;PR;2029-06-17;3629.63644525936;CHF;3641.78010227009;0.02865;17.3605070072266;32;Money market mortgages;2029-06-17;2024-01-01;1994;12
annuity01;ANN;UST5Y_steadyRates;IP;2029-06-17;17.3605070072266;CHF;3641.78010227009;0.02865;0;32;Money market mortgages;2029-06-17;2024-01-01;1994;12
annuity01;ANN;UST5Y_steadyRates;IP;2029-07-05;5.2168499965019;CHF;3641.78010227009;0.02865;0;32;Money market mortgages;2029-07-05;2024-01-01;2012;12
annuity01;ANN;UST5Y_steadyRates;MD;2029-07-05;3641.78010227009;CHF;0;0.02865;0;32;Money market mortgages;2029-07-05;2024-01-01;2012;12
annuity02;ANN;UST5Y_steadyRates;IED;2021-01-01;-983191;CHF;983191;0.04;0;32;Money market mortgages;2021-01-01;2024-01-01;-1095;999
annuity02;ANN;UST5Y_steadyRates;PRF;2021-12-19;0;CHF;983191;0.04;38016.7186666667;32;Money market mortgages;2021-12-19;2024-01-01;-743;999
annuity02;ANN;UST5Y_steadyRates;PR;2021-12-20;-22393.6636954283;CHF;1005584.66369543;0.04;38125.9621111111;32;Money market mortgages;2021-12-20;2024-01-01;-742;999
annuity02;ANN;UST5Y_steadyRates;IP;2021-12-20;38125.9621111111;CHF;1005584.66369543;0.04;0;32;Money market mortgages;2021-12-20;2024-01-01;-742;999
annuity02;ANN;UST5Y_steadyRates;RR;2021-12-31;0;CHF;1005584.66369543;0.07263;1117.31629299492;32;Money market mortgages;2021-12-31;2024-01-01;-731;999
annuity02;ANN;UST5Y_steadyRates;PRF;2021-12-31;0;CHF;1005584.66369543;0.07263;1117.31629299492;32;Money market mortgages;2021-12-31;2024-01-01;-731;999
annuity02;ANN;UST5Y_steadyRates;PR;2022-01-20;12080.6215018891;CHF;993504.042193539;0.07263;5174.85041100597;32;Money market mortgages;2022-01-20;2024-01-01;-711;999
annuity02;ANN;UST5Y_steadyRates;IP;2022-01-20;5174.85041100597;CHF;993504.042193539;0.07263;0;32;Money market mortgages;2022-01-20;2024-01-01;-711;999
annuity02;ANN;UST5Y_steadyRates;PR;2022-02-20;11242.2886975187;CHF;982261.753496021;0.07263;6013.1832153764;32;Money market mortgages;2022-02-20;2024-01-01;-680;999
annuity02;ANN;UST5Y_steadyRates;IP;2022-02-20;6013.1832153764;CHF;982261.753496021;0.07263;0;32;Money market mortgages;2022-02-20;2024-01-01;-680;999
annuity02;ANN;UST5Y_steadyRates;PR;2022-03-20;11310.3326498604;CHF;970951.42084616;0.07263;5945.13926303466;32;Money market mortgages;2022-03-20;2024-01-01;-652;999
annuity02;ANN;UST5Y_steadyRates;IP;2022-03-20;5945.13926303466;CHF;970951.42084616;0.07263;0;32;Money market mortgages;2022-03-20;2024-01-01;-652;999
annuity02;ANN;UST5Y_steadyRates;PR;2022-04-20;11378.7884382237;CHF;959572.632407937;0.07263;5876.68347467138;32;Money market mortgages;2022-04-20;2024-01-01;-621;999
annuity02;ANN;UST5Y_steadyRates;IP;2022-04-20;5876.68347467138;CHF;959572.632407937;0.07263;0;32;Money market mortgages;2022-04-20;2024-01-01;-621;999
annuity02;ANN;UST5Y_steadyRates;PR;2022-05-20;11447.658555246;CHF;948124.973852691;0.07263;5807.81335764903;32;Money market mortgages;2022-05-20;2024-01-01;-591;999
annuity02;ANN;UST5Y_steadyRates;IP;2022-05-20;5807.81335764903;CHF;948124.973852691;0.07263;0;32;Money market mortgages;2022-05-20;2024-01-01;-591;999
annuity02;ANN;UST5Y_steadyRates;PR;2022-06-20;11516.9455086517;CHF;936608.028344039;0.07263;5738.52640424341;32;Money market mortgages;2022-06-20;2024-01-01;-560;999
annuity02;ANN;UST5Y_steadyRates;IP;2022-06-20;5738.52640424341;CHF;936608.028344039;0.07263;0;32;Money market mortgages;2022-06-20;2024-01-01;-560;999
annuity02;ANN;UST5Y_steadyRates;RR;2022-06-30;0;CHF;936608.028344039;0.09004;1889.6066971841;32;Money market mortgages;2022-06-30;2024-01-01;-550;999
annuity02;ANN;UST5Y_steadyRates;PRF;2022-06-30;0;CHF;936608.028344039;0.09004;1889.6066971841;32;Money market mortgages;2022-06-30;2024-01-01;-550;999
annuity02;ANN;UST5Y_steadyRates;PR;2022-07-20;11461.7938560304;CHF;925146.234488009;0.09004;6574.72819007839;32;Money market mortgages;2022-07-20;2024-01-01;-530;999
annuity02;ANN;UST5Y_steadyRates;IP;2022-07-20;6574.72819007839;CHF;925146.234488009;0.09004;0;32;Money market mortgages;2022-07-20;2024-01-01;-530;999
annuity02;ANN;UST5Y_steadyRates;PR;2022-08-20;11094.8414666671;CHF;914051.393021341;0.09004;6941.68057944169;32;Money market mortgages;2022-08-20;2024-01-01;-499;999
annuity02;ANN;UST5Y_steadyRates;IP;2022-08-20;6941.68057944169;CHF;914051.393021341;0.09004;0;32;Money market mortgages;2022-08-20;2024-01-01;-499;999
annuity02;ANN;UST5Y_steadyRates;PR;2022-09-20;11178.089760472;CHF;902873.303260869;0.09004;6858.4322856368;32;Money market mortgages;2022-09-20;2024-01-01;-468;999
annuity02;ANN;UST5Y_steadyRates;IP;2022-09-20;6858.4322856368;CHF;902873.303260869;0.09004;0;32;Money market mortgages;2022-09-20;2024-01-01;-468;999
annuity02;ANN;UST5Y_steadyRates;PR;2022-10-20;11261.9626939747;CHF;891611.340566895;0.09004;6774.55935213406;32;Money market mortgages;2022-10-20;2024-01-01;-438;999
annuity02;ANN;UST5Y_steadyRates;IP;2022-10-20;6774.55935213406;CHF;891611.340566895;0.09004;0;32;Money market mortgages;2022-10-20;2024-01-01;-438;999
annuity02;ANN;UST5Y_steadyRates;PR;2022-11-20;11346.4649540552;CHF;880264.87561284;0.09004;6690.0570920536;32;Money market mortgages;2022-11-20;2024-01-01;-407;999
annuity02;ANN;UST5Y_steadyRates;IP;2022-11-20;6690.0570920536;CHF;880264.87561284;0.09004;0;32;Money market mortgages;2022-11-20;2024-01-01;-407;999
annuity02;ANN;UST5Y_steadyRates;PR;2022-12-20;11431.6012627604;CHF;868833.274350079;0.09004;6604.92078334834;32;Money market mortgages;2022-12-20;2024-01-01;-377;999
annuity02;ANN;UST5Y_steadyRates;IP;2022-12-20;6604.92078334834;CHF;868833.274350079;0.09004;0;32;Money market mortgages;2022-12-20;2024-01-01;-377;999
annuity02;ANN;UST5Y_steadyRates;RR;2022-12-31;0;CHF;868833.274350079;0.088372;2173.04855618003;32;Money market mortgages;2022-12-31;2024-01-01;-366;999
annuity02;ANN;UST5Y_steadyRates;PRF;2022-12-31;0;CHF;868833.274350079;0.088372;2173.04855618003;32;Money market mortgages;2022-12-31;2024-01-01;-366;999
annuity02;ANN;UST5Y_steadyRates;PR;2023-01-20;11528.4699816767;CHF;857304.804368402;0.088372;6438.63378511699;32;Money market mortgages;2023-01-20;2024-01-01;-346;999
annuity02;ANN;UST5Y_steadyRates;IP;2023-01-20;6438.63378511699;CHF;857304.804368402;0.088372;0;32;Money market mortgages;2023-01-20;2024-01-01;-346;999
annuity02;ANN;UST5Y_steadyRates;PR;2023-02-20;11653.6254191567;CHF;845651.178949246;0.088372;6313.47834763704;32;Money market mortgages;2023-02-20;2024-01-01;-315;999
annuity02;ANN;UST5Y_steadyRates;IP;2023-02-20;6313.47834763704;CHF;845651.178949246;0.088372;0;32;Money market mortgages;2023-02-20;2024-01-01;-315;999
annuity02;ANN;UST5Y_steadyRates;PR;2023-03-20;11739.4466012851;CHF;833911.732347961;0.088372;6227.65716550856;32;Money market mortgages;2023-03-20;2024-01-01;-287;999
annuity02;ANN;UST5Y_steadyRates;IP;2023-03-20;6227.65716550856;CHF;833911.732347961;0.088372;0;32;Money market mortgages;2023-03-20;2024-01-01;-287;999
annuity02;ANN;UST5Y_steadyRates;PR;2023-04-20;11825.8997992059;CHF;822085.832548755;0.088372;6141.20396758783;32;Money market mortgages;2023-04-20;2024-01-01;-256;999
annuity02;ANN;UST5Y_steadyRates;IP;2023-04-20;6141.20396758783;CHF;822085.832548755;0.088372;0;32;Money market mortgages;2023-04-20;2024-01-01;-256;999
annuity02;ANN;UST5Y_steadyRates;PR;2023-05-20;11912.9896672938;CHF;810172.842881461;0.088372;6054.11409949988;32;Money market mortgages;2023-05-20;2024-01-01;-226;999
annuity02;ANN;UST5Y_steadyRates;IP;2023-05-20;6054.11409949988;CHF;810172.842881461;0.088372;0;32;Money market mortgages;2023-05-20;2024-01-01;-226;999
annuity02;ANN;UST5Y_steadyRates;PR;2023-06-20;12000.7208942003;CHF;798172.121987261;0.088372;5966.38287259337;32;Money market mortgages;2023-06-20;2024-01-01;-195;999
annuity02;ANN;UST5Y_steadyRates;IP;2023-06-20;5966.38287259337;CHF;798172.121987261;0.088372;0;32;Money market mortgages;2023-06-20;2024-01-01;-195;999
annuity02;ANN;UST5Y_steadyRates;RR;2023-06-30;0;CHF;798172.121987261;0.087427;1959.33518789606;32;Money market mortgages;2023-06-30;2024-01-01;-185;999
annuity02;ANN;UST5Y_steadyRates;PRF;2023-06-30;0;CHF;798172.121987261;0.087427;1959.33518789606;32;Money market mortgages;2023-06-30;2024-01-01;-185;999
annuity02;ANN;UST5Y_steadyRates;PR;2023-07-20;12095.3693061306;CHF;786076.75268113;0.087427;5836.10152728385;32;Money market mortgages;2023-07-20;2024-01-01;-165;999
annuity02;ANN;UST5Y_steadyRates;IP;2023-07-20;5836.10152728385;CHF;786076.75268113;0.087427;0;32;Money market mortgages;2023-07-20;2024-01-01;-165;999
annuity02;ANN;UST5Y_steadyRates;PR;2023-08-20;12204.44314536;CHF;773872.30953577;0.087427;5727.02768805443;32;Money market mortgages;2023-08-20;2024-01-01;-134;999
annuity02;ANN;UST5Y_steadyRates;IP;2023-08-20;5727.02768805443;CHF;773872.30953577;0.087427;0;32;Money market mortgages;2023-08-20;2024-01-01;-134;999
annuity02;ANN;UST5Y_steadyRates;PR;2023-09-20;12293.3596329324;CHF;761578.949902838;0.087427;5638.11120048198;32;Money market mortgages;2023-09-20;2024-01-01;-103;999
annuity02;ANN;UST5Y_steadyRates;IP;2023-09-20;5638.11120048198;CHF;761578.949902838;0.087427;0;32;Money market mortgages;2023-09-20;2024-01-01;-103;999
annuity02;ANN;UST5Y_steadyRates;PR;2023-10-20;12382.9239289848;CHF;749196.025973853;0.087427;5548.54690442962;32;Money market mortgages;2023-10-20;2024-01-01;-73;999
annuity02;ANN;UST5Y_steadyRates;IP;2023-10-20;5548.54690442962;CHF;749196.025973853;0.087427;0;32;Money market mortgages;2023-10-20;2024-01-01;-73;999
annuity02;ANN;UST5Y_steadyRates;PR;2023-11-20;12473.1407531797;CHF;736722.885220673;0.087427;5458.33008023467;32;Money market mortgages;2023-11-20;2024-01-01;-42;999
annuity02;ANN;UST5Y_steadyRates;IP;2023-11-20;5458.33008023467;CHF;736722.885220673;0.087427;0;32;Money market mortgages;2023-11-20;2024-01-01;-42;999
annuity02;ANN;UST5Y_steadyRates;PR;2023-12-20;12564.0148595654;CHF;724158.870361108;0.087427;5367.45597384898;32;Money market mortgages;2023-12-20;2024-01-01;-12;999
annuity02;ANN;UST5Y_steadyRates;IP;2023-12-20;5367.45597384898;CHF;724158.870361108;0.087427;0;32;Money market mortgages;2023-12-20;2024-01-01;-12;999
annuity02;ANN;UST5Y_steadyRates;RR;2023-12-31;0;CHF;724158.870361108;0.085865;1758.63993219613;32;Money market mortgages;2023-12-31;2024-01-01;-1;999
annuity02;ANN;UST5Y_steadyRates;PRF;2023-12-31;0;CHF;724158.870361108;0.085865;1758.63993219613;32;Money market mortgages;2023-12-31;2024-01-01;-1;999
annuity02;ANN;UST5Y_steadyRates;PR;2024-01-20;12665.6736975346;CHF;711493.196663573;0.085865;5213.07889906038;32;Money market mortgages;2024-01-20;2024-01-01;19;2
annuity02;ANN;UST5Y_steadyRates;IP;2024-01-20;5213.07889906038;CHF;711493.196663573;0.085865;0;32;Money market mortgages;2024-01-20;2024-01-01;19;2
annuity02;ANN;UST5Y_steadyRates;PR;2024-02-20;12787.7223189685;CHF;698705.474344605;0.085865;5091.03027762647;32;Money market mortgages;2024-02-20;2024-01-01;50;3
annuity02;ANN;UST5Y_steadyRates;IP;2024-02-20;5091.03027762647;CHF;698705.474344605;0.085865;0;32;Money market mortgages;2024-02-20;2024-01-01;50;3
annuity02;ANN;UST5Y_steadyRates;PR;2024-03-20;12879.2238003784;CHF;685826.250544226;0.085865;4999.52879621662;32;Money market mortgages;2024-03-20;2024-01-01;79;3
annuity02;ANN;UST5Y_steadyRates;IP;2024-03-20;4999.52879621662;CHF;685826.250544226;0.085865;0;32;Money market mortgages;2024-03-20;2024-01-01;79;3
annuity02;ANN;UST5Y_steadyRates;PR;2024-04-20;12971.3800130133;CHF;672854.870531213;0.085865;4907.37258358166;32;Money market mortgages;2024-04-20;2024-01-01;110;4
annuity02;ANN;UST5Y_steadyRates;IP;2024-04-20;4907.37258358166;CHF;672854.870531213;0.085865;0;32;Money market mortgages;2024-04-20;2024-01-01;110;4
annuity02;ANN;UST5Y_steadyRates;PR;2024-05-20;13064.1956417481;CHF;659790.674889465;0.085865;4814.55695484688;32;Money market mortgages;2024-05-20;2024-01-01;140;4
annuity02;ANN;UST5Y_steadyRates;IP;2024-05-20;4814.55695484688;CHF;659790.674889465;0.085865;0;32;Money market mortgages;2024-05-20;2024-01-01;140;4
annuity02;ANN;UST5Y_steadyRates;PR;2024-06-20;13157.6754049797;CHF;646632.999484485;0.085865;4721.07719161532;32;Money market mortgages;2024-06-20;2024-01-01;171;4
annuity02;ANN;UST5Y_steadyRates;IP;2024-06-20;4721.07719161532;CHF;646632.999484485;0.085865;0;32;Money market mortgages;2024-06-20;2024-01-01;171;4
annuity02;ANN;UST5Y_steadyRates;RR;2024-06-30;0;CHF;646632.999484485;0.088861;1542.30951390931;32;Money market mortgages;2024-06-30;2024-01-01;181;5
annuity02;ANN;UST5Y_steadyRates;PRF;2024-06-30;0;CHF;646632.999484485;0.088861;1542.30951390931;32;Money market mortgages;2024-06-30;2024-01-01;181;5
annuity02;ANN;UST5Y_steadyRates;PR;2024-07-20;13233.4713388933;CHF;633399.528145592;0.088861;4734.55701208658;32;Money market mortgages;2024-07-20;2024-01-01;201;5
annuity02;ANN;UST5Y_steadyRates;IP;2024-07-20;4734.55701208658;CHF;633399.528145592;0.088861;0;32;Money market mortgages;2024-07-20;2024-01-01;201;5
annuity02;ANN;UST5Y_steadyRates;PR;2024-08-20;13277.6520617677;CHF;620121.876083824;0.088861;4690.37628921212;32;Money market mortgages;2024-08-20;2024-01-01;232;5
annuity02;ANN;UST5Y_steadyRates;IP;2024-08-20;4690.37628921212;CHF;620121.876083824;0.088861;0;32;Money market mortgages;2024-08-20;2024-01-01;232;5
annuity02;ANN;UST5Y_steadyRates;PR;2024-09-20;13375.9741817561;CHF;606745.901902068;0.088861;4592.05416922372;32;Money market mortgages;2024-09-20;2024-01-01;263;5
annuity02;ANN;UST5Y_steadyRates;IP;2024-09-20;4592.05416922372;CHF;606745.901902068;0.088861;0;32;Money market mortgages;2024-09-20;2024-01-01;263;5
annuity02;ANN;UST5Y_steadyRates;PR;2024-10-20;13475.0243852365;CHF;593270.877516831;0.088861;4493.0039657433;32;Money market mortgages;2024-10-20;2024-01-01;293;6
annuity02;ANN;UST5Y_steadyRates;IP;2024-10-20;4493.0039657433;CHF;593270.877516831;0.088861;0;32;Money market mortgages;2024-10-20;2024-01-01;293;6
annuity02;ANN;UST5Y_steadyRates;PR;2024-11-20;13574.8080637279;CHF;579696.069453103;0.088861;4393.22028725193;32;Money market mortgages;2024-11-20;2024-01-01;324;6
annuity02;ANN;UST5Y_steadyRates;IP;2024-11-20;4393.22028725193;CHF;579696.069453103;0.088861;0;32;Money market mortgages;2024-11-20;2024-01-01;324;6
annuity02;ANN;UST5Y_steadyRates;PR;2024-12-20;13675.3306486738;CHF;566020.738804429;0.088861;4292.69770230602;32;Money market mortgages;2024-12-20;2024-01-01;354;6
annuity02;ANN;UST5Y_steadyRates;IP;2024-12-20;4292.69770230602;CHF;566020.738804429;0.088861;0;32;Money market mortgages;2024-12-20;2024-01-01;354;6
annuity02;ANN;UST5Y_steadyRates;RR;2024-12-31;0;CHF;566020.738804429;0.087285;1397.14357974723;32;Money market mortgages;2024-12-31;2024-01-01;365;6
annuity02;ANN;UST5Y_steadyRates;PRF;2024-12-31;0;CHF;566020.738804429;0.087285;1397.14357974723;32;Money market mortgages;2024-12-31;2024-01-01;365;6
annuity02;ANN;UST5Y_steadyRates;PR;2025-01-20;13785.5108645932;CHF;552235.227939836;0.087285;4141.87247899971;32;Money market mortgages;2025-01-20;2024-01-01;385;7
annuity02;ANN;UST5Y_steadyRates;IP;2025-01-20;4141.87247899971;CHF;552235.227939836;0.087285;0;32;Money market mortgages;2025-01-20;2024-01-01;385;7
annuity02;ANN;UST5Y_steadyRates;PR;2025-02-20;13910.5623543655;CHF;538324.665585471;0.087285;4016.82098922738;32;Money market mortgages;2025-02-20;2024-01-01;416;7
annuity02;ANN;UST5Y_steadyRates;IP;2025-02-20;4016.82098922738;CHF;538324.665585471;0.087285;0;32;Money market mortgages;2025-02-20;2024-01-01;416;7
annuity02;ANN;UST5Y_steadyRates;PR;2025-03-20;14011.7443072906;CHF;524312.92127818;0.087285;3915.63903630232;32;Money market mortgages;2025-03-20;2024-01-01;444;7
annuity02;ANN;UST5Y_steadyRates;IP;2025-03-20;3915.63903630232;CHF;524312.92127818;0.087285;0;32;Money market mortgages;2025-03-20;2024-01-01;444;7
annuity02;ANN;UST5Y_steadyRates;PR;2025-04-20;14113.6622324457;CHF;510199.259045735;0.087285;3813.72111114716;32;Money market mortgages;2025-04-20;2024-01-01;475;7
annuity02;ANN;UST5Y_steadyRates;IP;2025-04-20;3813.72111114716;CHF;510199.259045735;0.087285;0;32;Money market mortgages;2025-04-20;2024-01-01;475;7
annuity02;ANN;UST5Y_steadyRates;PR;2025-05-20;14216.321483109;CHF;495982.937562626;0.087285;3711.06186048391;32;Money market mortgages;2025-05-20;2024-01-01;505;7
annuity02;ANN;UST5Y_steadyRates;IP;2025-05-20;3711.06186048391;CHF;495982.937562626;0.087285;0;32;Money market mortgages;2025-05-20;2024-01-01;505;7
annuity02;ANN;UST5Y_steadyRates;PR;2025-06-20;14319.7274514968;CHF;481663.210111129;0.087285;3607.65589209615;32;Money market mortgages;2025-06-20;2024-01-01;536;7
annuity02;ANN;UST5Y_steadyRates;IP;2025-06-20;3607.65589209615;CHF;481663.210111129;0.087285;0;32;Money market mortgages;2025-06-20;2024-01-01;536;7
annuity02;ANN;UST5Y_steadyRates;RR;2025-06-30;0;CHF;481663.210111129;0.088076;1167.83259151527;32;Money market mortgages;2025-06-30;2024-01-01;546;8
